2026-02-18 00:25:12 | INFO | log file (Reload_NoBuild_Ranked): E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\logs\pipeline_2026-02-18_00-25-12.log
2026-02-18 00:25:12 | INFO | ===== Reload_NoBuild_Ranked: pipeline start =====
2026-02-18 00:25:12 | INFO | paths: lt=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client__final.json lp=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client__final.json minlist=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\items_unique_min.json
2026-02-18 00:25:12 | INFO | output: summary=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary lootdata=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\戦利品データ\Reload_NoBuild_Ranked
2026-02-18 00:25:12 | INFO | flags: hotfix=True prewarm=True image=True workers=8
2026-02-18 00:25:12 | INFO | hotfix start: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\LootPackage.py
2026-02-18 00:25:14 | INFO | hotfix lp stdout: [STEP1-1] base e:\Fmodel\Exports\FortniteGame\Content\Items\DataTables\AthenaLootPackages_Client.json
[HOTFIX:SEASON1] target=/Game/Items/Datatables/AthenaLootPackages_Client
[HOTFIX:SEASON1] Addrow(TableUpdate) なし -> スキップ
[1922] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.89.Weight=0.080000 -> OK
[1923] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.90.Weight=0.016000 -> OK
[1924] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.91.Weight=0.004000 -> OK
[1925] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.120.Weight=0.000000 -> OK
[1926] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.121.Weight=0.000000 -> OK
[1927] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.122.Weight=0.000000 -> OK
[1928] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.123.Weight=0.000000 -> OK
[1929] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.124.Weight=0.000000 -> OK
[1930] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.125.Weight=0.000000 -> OK
[1931] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.128.Weight=0.000000 -> OK
[1932] RowUpdate WorldList.AthenaLoot.Weapon.HighAssaultAuto.129.Weight=0.000000 -> OK
[1933] RowUpdate WorldList.AthenaLoot.Weapon.Sniper.01.Weight=0.000000 -> OK
[1934] RowUpdate WorldList.AthenaLoot.Weapon.Sniper.02.Weight=0.000000 -> OK
[1935] RowUpdate WorldList.AthenaLoot.Weapon.Sniper.08.Weight=0.080000 -> OK
[1936] RowUpdate WorldList.AthenaLoot.Weapon.Sniper.24.Weight=0.000000 -> OK
[1937] RowUpdate WorldList.AthenaLoot.Weapon.Sniper.25.Weight=0.000000 -> OK
[1938] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.05.Weight=0.000000 -> OK
[1939] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.06.Weight=0.000000 -> OK
[1940] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.07.Weight=0.000000 -> OK
[1941] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.08.Weight=0.000000 -> OK
[1942] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.16.Weight=0.080000 -> OK
[1943] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.17.Weight=0.016000 -> OK
[1944] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.18.Weight=0.004000 -> OK
[1945] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.41.Weight=0.000000 -> OK
[1946] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.42.Weight=0.000000 -> OK
[1947] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.43.Weight=0.000000 -> OK
[1948] RowUpdate WorldList.AthenaLoot.Weapon.HighSniper.44.Weight=0.000000 -> OK
[1949] RowUpdate WorldList.AthenaLoot.Weapon.Rocket.03.Weight=0.000000 -> OK
[1950] RowUpdate WorldList.AthenaLoot.Weapon.Rocket.04.Weight=0.080000 -> OK
[1951] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.05.Weight=0.000000 -> OK
[1952] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.06.Weight=0.000000 -> OK
[1953] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.07.Weight=0.000000 -> OK
[1954] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.08.Weight=0.080000 -> OK
[1955] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.09.Weight=0.016000 -> OK
[1956] RowUpdate WorldList.AthenaLoot.Weapon.HighRocket.10.Weight=0.004000 -> OK
[1957] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.03.Weight=0.750000 -> OK
[1958] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.04.Weight=0.250000 -> OK
[1959] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.05.Weight=0.750000 -> OK
[1960] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.06.Weight=0.250000 -> OK
[1961] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.31.Weight=0.750000 -> OK
[1962] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.32.Weight=0.250000 -> OK
[1963] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.57.Weight=0.000000 -> OK
[1964] RowUpdate WorldList.ApolloLoot.Weapon.HighShotgun.59.Weight=0.000000 -> OK
[1965] RowUpdate WorldList.ApolloLoot.Weapon.HighHandgun.03.Weight=0.750000 -> OK
[1966] RowUpdate WorldList.ApolloLoot.Weapon.HighHandgun.04.Weight=0.250000 -> OK
[1967] RowUpdate WorldList.ApolloLoot.Weapon.HighHandgun.20.Weight=0.750000 -> OK
[1968] RowUpdate WorldList.ApolloLoot.Weapon.HighHandgun.21.Weight=0.250000 -> OK
[1969] RowUpdate WorldList.ApolloLoot.Weapon.HighHandgun.28.Weight=0.000000 -> OK
[1970] RowUpdate WorldList.ApolloLoot.Weapon.SMG.11.Weight=0.750000 -> OK
[1971] RowUpdate WorldList.ApolloLoot.Weapon.SMG.12.Weight=0.250000 -> OK
[1972] RowUpdate WorldList.ApolloLoot.Weapon.SMG.27.Weight=0.750000 -> OK
[1973] RowUpdate WorldList.ApolloLoot.Weapon.SMG.27.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_VR.WID_SMG_GoliathBurst_VR -> OK
[1974] RowUpdate WorldList.ApolloLoot.Weapon.SMG.28.Weight=0.250000 -> OK
[1975] RowUpdate WorldList.ApolloLoot.Weapon.SMG.28.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_SR.WID_SMG_GoliathBurst_SR -> OK
[1976] RowUpdate WorldList.ApolloLoot.Weapon.SMG.39.Weight=0.000000 -> OK
[1977] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.15.Weight=0.750000 -> OK
[1978] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.16.Weight=0.250000 -> OK
[1979] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.37.Weight=0.750000 -> OK
[1980] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.38.Weight=0.250000 -> OK
[1981] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.45.Weight=0.750000 -> OK
[1982] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.46.Weight=0.250000 -> OK
[1983] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.61.Weight=0.000000 -> OK
[1984] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.62.Weight=0.000000 -> OK
[1985] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.63.Weight=0.000000 -> OK
[1986] RowUpdate WorldList.ApolloLoot.Weapon.AssaultAuto.65.Weight=0.000000 -> OK
[1987] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.01.Weight=0.000000 -> OK
[1988] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.02.Weight=0.000000 -> OK
[1989] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.09.Weight=0.750000 -> OK
[1990] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.10.Weight=0.250000 -> OK
[1991] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.23.Weight=0.000000 -> OK
[1992] RowUpdate WorldList.ApolloLoot.Weapon.Sniper.24.Weight=0.000000 -> OK
[1993] RowUpdate WorldList.ApolloLoot.Weapon.Rocket.03.Weight=0.000000 -> OK
[1994] RowUpdate WorldList.ApolloLoot.Weapon.Rocket.04.Weight=0.000000 -> OK
[1995] RowUpdate WorldList.ApolloLoot.Weapon.Rocket.05.Weight=0.750000 -> OK
[1996] RowUpdate WorldList.ApolloLoot.Weapon.Rocket.06.Weight=0.250000 -> OK
[1997] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.06.Weight=0.250000 -> OK
[1998] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.07.Weight=0.125000 -> OK
[1999] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.08.Weight=0.025000 -> OK
[2000] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.10.Weight=0.250000 -> OK
[2001] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.11.Weight=0.125000 -> OK
[2002] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.12.Weight=0.025000 -> OK
[2003] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.56.Weight=0.250000 -> OK
[2004] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.57.Weight=0.125000 -> OK
[2005] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.58.Weight=0.025000 -> OK
[2006] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.107.Weight=0.000000 -> OK
[2007] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.108.Weight=0.000000 -> OK
[2008] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.111.Weight=0.000000 -> OK
[2009] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Shotgun.112.Weight=0.000000 -> OK
[2010] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.02.Weight=0.250000 -> OK
[2011] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.03.Weight=0.125000 -> OK
[2012] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.04.Weight=0.025000 -> OK
[2013] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.36.Weight=0.250000 -> OK
[2014] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.37.Weight=0.125000 -> OK
[2015] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.38.Weight=0.025000 -> OK
[2016] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Handgun.51.Weight=0.000000 -> OK
[2017] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.22.Weight=0.250000 -> OK
[2018] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.23.Weight=0.125000 -> OK
[2019] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.24.Weight=0.025000 -> OK
[2020] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.50.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_UC.WID_SMG_GoliathBurst_UC -> OK
[2021] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.51.Weight=0.250000 -> OK
[2022] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.51.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_R.WID_SMG_GoliathBurst_R -> OK
[2023] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.52.Weight=0.125000 -> OK
[2024] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.52.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_VR.WID_SMG_GoliathBurst_VR -> OK
[2025] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.53.Weight=0.025000 -> OK
[2026] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.53.ItemDefinition=/GoliathBurst/Gameplay/Ch7/Weapons/SMG/WID_SMG_GoliathBurst_SR.WID_SMG_GoliathBurst_SR -> OK
[2027] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.74.Weight=0.000000 -> OK
[2028] RowUpdate WorldList.AthenaSupplyDrop.Weapon.SMG.75.Weight=0.000000 -> OK
[2029] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.30.Weight=0.250000 -> OK
[2030] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.31.Weight=0.125000 -> OK
[2031] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.32.Weight=0.025000 -> OK
[2032] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.73.Weight=0.250000 -> OK
[2033] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.74.Weight=0.125000 -> OK
[2034] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.75.Weight=0.025000 -> OK
[2035] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.89.Weight=0.250000 -> OK
[2036] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.90.Weight=0.125000 -> OK
[2037] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.91.Weight=0.025000 -> OK
[2038] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.121.Weight=0.000000 -> OK
[2039] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.122.Weight=0.000000 -> OK
[2040] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.123.Weight=0.000000 -> OK
[2041] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.124.Weight=0.000000 -> OK
[2042] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.125.Weight=0.000000 -> OK
[2043] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.128.Weight=0.000000 -> OK
[2044] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Assault.129.Weight=0.000000 -> OK
[2045] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.06.Weight=0.000000 -> OK
[2046] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.07.Weight=0.000000 -> OK
[2047] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.08.Weight=0.000000 -> OK
[2048] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.16.Weight=0.250000 -> OK
[2049] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.17.Weight=0.125000 -> OK
[2050] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.18.Weight=0.025000 -> OK
[2051] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.42.Weight=0.000000 -> OK
[2052] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.43.Weight=0.000000 -> OK
[2053] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Sniper.44.Weight=0.000000 -> OK
[2054] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.05.Weight=0.000000 -> OK
[2055] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.06.Weight=0.000000 -> OK
[2056] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.07.Weight=0.000000 -> OK
[2057] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.08.Weight=0.250000 -> OK
[2058] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.09.Weight=0.125000 -> OK
[2059] RowUpdate WorldList.AthenaSupplyDrop.Weapon.Rocket.10.Weight=0.025000 -> OK
[2060] RowUpdate WorldList.AthenaHighConsumables.35.Weight=0.000000 -> OK
[2061] RowUpdate WorldList.AthenaHighConsumablesRare.35.Weight=0.000000 -> OK
[2062] RowUpdate WorldList.AthenaSupplyDropConsumables.34.Weight=0.000000 -> OK
[2063] RowUpdate WorldList.AthenaSupplyDropConsumables.35.Weight=0.000000 -> OK
[2064] RowUpdate WorldList.AthenaSupplyDropHeals.14.Weight=0.000000 -> OK
[2065] RowUpdate WorldList.AthenaConsumables.35.Weight=0.000000 -> OK
[2066] RowUpdate WorldList.MythicRandom.37.Weight=0.000000 -> OK
[HOTFIX:SEASON2] Addrow(TableUpdate) なし -> スキップ
[HOTFIX:SEASON2] done: applied=630, deleted=0, skipped=0
[STEP1-3] merge e:\Fmodel\Exports\FortniteGame\Plugins\GameFeatures\BlastBerryLoot\Content\DataTables\AthenaLootPackages_Client_BlastBerryOverride.json : replaced=32, added=0
[HOTFIX:SEASON3] target=/BlastBerryLoot/DataTables/AthenaLootPackages_Client_BlastBerryOverride
[HOTFIX:SEASON3] Addrow(TableUpdate) なし -> スキップ
[HOTFIX:SEASON3] done: applied=0, deleted=0, skipped=0
[STEP1-4] merge E:\Fmodel\Exports\FortniteGame\Plugins\GameFeatures\BlastBerryLoot\Content\DataTables\NoBuild\AthenaLootPackages_Client_BlastBerryOverride_NoBuild.json : replaced=56, added=0
[HOTFIX:SEASON4] target=/BlastBerryLoot/DataTables/NoBuild/AthenaLootPackages_Client_BlastBerryOverride_NoBuild
[HOTFIX:SEASON4] Addrow(TableUpdate) なし -> スキップ
[HOTFIX:SEASON4] done: applied=0, deleted=0, skipped=0
[WRITE] final -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\BlastBerryLootPackages__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client_BlastBerryOverride__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client_BlastBerryOverride_NoBuild__final.json
2026-02-18 00:25:14 | INFO | hotfix start: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\LootTier.py
2026-02-18 00:25:14 | INFO | hotfix lt stdout: [STEP1-1] base e:\Fmodel\Exports\FortniteGame\Content\Items\DataTables\AthenaLootTierData_Client.json
[HOTFIX:SEASON1] target=/Game/Items/Datatables/AthenaLootTierData_Client
[385] RowUpdate Loot_AthenaTreasure_04.Weight=0.050000 -> OK
[386] RowUpdate Loot_ApolloTreasure_Rare_04.Weight=0.150000 -> OK
[387] RowUpdate Loot_AthenaSupplyDrop_03.Weight=0.300000 -> OK
[HOTFIX:SEASON1] done: applied=3, deleted=0, skipped=0
[STEP1-2] merge e:\Fmodel\Exports\FortniteGame\Plugins\GameFeatures\BlastBerryLoot\Content\DataTables\BlastBerryTierData.json : replaced=1, added=60
[HOTFIX:SEASON2] target=/BlastBerryLoot/DataTables/BlastBerryTierData
[1500] RowUpdate Loot_AthenaTreasure_15.Weight=0.004800 -> OK
[1501] RowUpdate Loot_AthenaTreasure_16.Weight=0.003500 -> OK
[1502] RowUpdate Loot_AthenaTreasure_19.Weight=0.000000 -> OK
[1503] RowUpdate Loot_AthenaTreasure_20.Weight=0.000000 -> OK
[1504] RowUpdate Loot_AthenaTreasure_21.Weight=0.000050 -> OK
[1505] RowUpdate Loot_AthenaTreasure_22.Weight=0.000050 -> OK
[1506] RowUpdate Loot_AthenaTreasure_23.Weight=0.000050 -> OK
[1507] RowUpdate Loot_AthenaTreasure_24.Weight=0.000050 -> OK
[1508] RowUpdate Loot_AthenaTreasure_25.Weight=0.000050 -> OK
[1509] RowUpdate Loot_ApolloTreasure_Rare_15.Weight=0.008500 -> OK
[1510] RowUpdate Loot_ApolloTreasure_Rare_16.Weight=0.006500 -> OK
[1511] RowUpdate Loot_ApolloTreasure_Rare_19.Weight=0.000000 -> OK
[1512] RowUpdate Loot_ApolloTreasure_Rare_20.Weight=0.000000 -> OK
[1513] RowUpdate Loot_ApolloTreasure_Rare_21.Weight=0.000670 -> OK
[1514] RowUpdate Loot_ApolloTreasure_Rare_22.Weight=0.000670 -> OK
[1515] RowUpdate Loot_ApolloTreasure_Rare_23.Weight=0.000670 -> OK
[1516] RowUpdate Loot_ApolloTreasure_Rare_24.Weight=0.000670 -> OK
[1517] RowUpdate Loot_ApolloTreasure_Rare_25.Weight=0.000670 -> OK
[1518] RowUpdate Loot_AthenaSupplyDrop_15.Weight=0.006200 -> OK
[1519] RowUpdate Loot_AthenaSupplyDrop_16.Weight=0.003200 -> OK
[1520] RowUpdate Loot_AthenaSupplyDrop_17.Weight=0.002000 -> OK
[1521] RowUpdate Loot_AthenaSupplyDrop_19.Weight=0.000000 -> OK
[1522] RowUpdate Loot_AthenaSupplyDrop_20.Weight=0.000000 -> OK
[1523] RowUpdate Loot_AthenaSupplyDrop_21.Weight=0.000400 -> OK
[1524] RowUpdate Loot_AthenaSupplyDrop_22.Weight=0.000400 -> OK
[1525] RowUpdate Loot_AthenaSupplyDrop_23.Weight=0.000400 -> OK
[1526] RowUpdate Loot_AthenaSupplyDrop_24.Weight=0.000400 -> OK
[1527] RowUpdate Loot_AthenaSupplyDrop_25.Weight=0.000400 -> OK
[1528] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_02.Weight=0.006200 -> OK
[1529] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_03.Weight=0.003200 -> OK
[1530] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_04.Weight=0.002000 -> OK
[1531] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_06.Weight=0.000000 -> OK
[1532] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_07.Weight=0.000000 -> OK
[1533] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_08.Weight=0.000400 -> OK
[1534] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_09.Weight=0.000400 -> OK
[1535] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_10.Weight=0.000400 -> OK
[1536] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_11.Weight=0.000400 -> OK
[1537] RowUpdate Loot_BlastBerry_AthenaSupplyDrop_12.Weight=0.000400 -> OK
[HOTFIX:SEASON2] done: applied=38, deleted=0, skipped=0
[STEP1-3] merge e:\Fmodel\Exports\FortniteGame\Plugins\GameFeatures\BlastBerryLoot\Content\DataTables\AthenaLootTierData_Client_BlastBerryOverride.json : replaced=264, added=0
[HOTFIX:SEASON3] target=/BlastBerryLoot/DataTables/AthenaLootTierData_Client_BlastBerryOverride
[1461] RowUpdate Loot_AthenaCandyBucket_01.Weight=0.000000 -> OK
[HOTFIX:SEASON3] done: applied=1, deleted=0, skipped=0
[STEP1-4] merge E:\Fmodel\Exports\FortniteGame\Plugins\GameFeatures\BlastBerryLoot\Content\DataTables\NoBuild\AthenaLootTierData_Client_BlastBerryOverride_NoBuild.json : replaced=0, added=0
[HOTFIX:SEASON4] target=/BlastBerryLoot/DataTables/NoBuild/AthenaLootTierData_Client_BlastBerryOverride_NoBuild
[HOTFIX:SEASON4] done: applied=0, deleted=0, skipped=0
[WRITE] final -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\BlastBerryTierData__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client_BlastBerryOverride__final.json
[WRITE] per-input -> E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client_BlastBerryOverride_NoBuild__final.json
2026-02-18 00:25:14 | INFO | ✓ Hotfix 適用完了 (2.20s)
2026-02-18 00:25:14 | INFO | load lt: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client__final.json
2026-02-18 00:25:14 | INFO | load lp: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client__final.json
2026-02-18 00:25:14 | INFO | load done (0.04s)
2026-02-18 00:25:14 | INFO | build summary start
2026-02-18 00:25:14 | INFO | build summary done (0.03s)
2026-02-18 00:25:14 | INFO | enrich summary with names start
2026-02-18 00:25:14 | INFO | enrich summary done (0.00s)
2026-02-18 00:25:14 | INFO | ✅ まとめJSONを作成: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary\v39.30_2026-02-18_00-25.json
2026-02-18 00:25:14 | INFO | build Reload_NoBuild_Ranked_LootData start
2026-02-18 00:25:14 | INFO | build BR_LootData done (0.00s)
2026-02-18 00:25:15 | INFO | ✅ Reload_NoBuild_Ranked_LootData を作成: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\戦利品データ\Reload_NoBuild_Ranked\Reload_NoBuild_Ranked_LootData_2026-02-18_00-25.json
2026-02-18 00:25:15 | INFO | ✅ Web LootPool を更新: E:\フォートナイト\Web\assets\data\Loot\Reload_NoBuild_Ranked_ZB_LootPool.json
2026-02-18 00:25:15 | INFO | LootSummary start: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\scripts\LootSummary.py
2026-02-18 00:25:15 | INFO | LootSummary stdout: 🔎 抽出用: 最新ファイル = E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary\v39.30_2026-02-18_00-25.json
✅ 抽出件数: 197
💾 保存: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\items_unique_min.json
🔎 比較用: base   = E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary\v39.30_2026-02-14_01-23.json
🔎 比較用: target = E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary\v39.30_2026-02-18_00-25.json
✅ 差分作成 完了
  追加   : 46 / 削除 : 21 / 変更 : 0 / 変化なし : 151
💾 差分: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\history\BR_20260218_0025\items_unique_min_diff.json
2026-02-18 00:25:15 | WARNING | LootSummary stderr: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\scripts\LootSummary.py:2: SyntaxWarning: invalid escape sequence '\B'
  """
2026-02-18 00:25:15 | INFO | ✅ LootSummary 実行完了（抽出→比較） (0.36s)
2026-02-18 00:25:15 | INFO | prewarm start
2026-02-18 00:26:01 | INFO | ✅ アイコンキャッシュ プリウォーム完了 (46.38s)
2026-02-18 00:26:01 | INFO | 画像化タスク数: 197
